City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
5880054,Barrow,US,71.2906,-156.7887,35.62,93,90,10.36
1814757,Chuzhou,CN,32.3219,118.2978,92.17,34,100,12.71
3899695,Ancud,CL,-41.8697,-73.8203,49.53,86,100,19.62
1715015,Dicabisagan,PH,17.0818,122.4157,84.15,75,99,6.42
3391889,Pitimbu,BR,-7.4706,-34.8086,70.39,75,60,7.72
3839307,Rawson,AR,-43.3002,-65.1023,46.04,63,66,11.27
3372707,Ribeira Grande,PT,38.5167,-28.7,68.4,94,75,11.5
2112802,Hasaki,JP,35.7333,140.8333,75.81,75,7,10.29
1006984,East London,ZA,-33.0153,27.9116,58.14,94,75,3.44
4946620,Palmer,US,42.1584,-72.3287,47.98,86,1,0
4035715,Avarua,CK,-21.2078,-159.775,75.25,78,75,4.61
3424607,Tasiilaq,GL,65.6145,-37.6368,39.36,98,100,4.25
2155415,New Norfolk,AU,-42.7826,147.0587,49.86,78,99,2.17
2075265,Busselton,AU,-33.65,115.3333,56.05,62,54,3.53
2163355,Hobart,AU,-42.8794,147.3294,50.65,83,0,2.3
2094027,Kieta,PG,-6.2167,155.6333,79.39,84,86,3.69
986717,Kruisfontein,ZA,-34.0033,24.7314,55.89,75,100,3.22
1562414,Vung Tau,VN,10.346,107.0843,89.06,64,67,11.03
1679776,Vitali,PH,7.3711,122.2886,85.95,73,99,3.89
5848280,Kapaa,US,22.0752,-159.319,73.04,80,20,11.5
3883457,Lebu,CL,-37.6167,-73.65,51.91,86,100,18.72
3831208,Qaanaaq,GL,77.484,-69.3632,44.04,56,3,9.44
3489440,Morant Bay,JM,17.8815,-76.4093,74.62,83,100,6.22
1153072,Kantang,TH,7.4054,99.5156,86.79,61,61,9.64
4032243,Vaini,TO,-21.2,-175.2,64.56,100,75,8.05
2159220,Mackay,AU,-21.15,149.2,69.67,81,66,4.72
2017155,Saskylakh,RU,71.9167,114.0833,63.3,29,45,7.05
1688696,San Policarpo,PH,12.1791,125.5072,83.62,77,18,8.5
3466165,Cidreira,BR,-30.1811,-50.2056,61.07,83,100,25.28
962367,Richards Bay,ZA,-28.783,32.0377,70.43,73,75,14.54
5546220,Saint George,US,37.1041,-113.5841,75.69,41,1,1.01
6185377,Yellowknife,CA,62.456,-114.3525,46.56,70,16,4
1835848,Seoul,KR,37.5683,126.9778,82.56,49,89,4.92
3453661,Piracaia,BR,-23.0539,-46.3581,54.73,97,62,3.76
3443061,Chui,UY,-33.6971,-53.4616,58.01,97,100,18.32
2156643,Mount Gambier,AU,-37.8333,140.7667,49.91,93,90,8.05
3369157,Cape Town,ZA,-33.9258,18.4232,54.64,83,0,1.99
5282297,Bethel,US,41.3712,-73.414,51.75,88,1,0
2121385,Severo-Kuril'sk,RU,50.6789,156.125,47.03,89,94,7.27
935215,Saint-Philippe,RE,-21.3585,55.7679,74.32,61,31,11.27
1649150,Bengkulu,ID,-3.8004,102.2655,81.39,80,100,6.17
2123814,Leningradskiy,RU,69.3833,178.4167,44.53,70,13,4.12
900056,Nyimba,ZM,-14.5566,30.8149,77.99,34,7,4.12
3175096,Laas,IT,46.6166,10.7002,67.71,59,6,6.29
3466704,Castro,BR,-24.7911,-50.0119,47.97,98,65,6.08
933995,Souillac,MU,-20.5167,57.5167,76.35,59,77,13.78
3988265,Sahuaripa,MX,29.05,-109.2333,80.96,69,32,3
3374083,Bathsheba,BB,13.2167,-59.5167,79.36,80,97,14.36
2126199,Cherskiy,RU,68.75,161.3,60.76,43,4,9.35
5970478,Harbour Breton,CA,47.4833,-55.7983,51.76,92,4,10.45
1264323,Mahwa,IN,27.0471,76.9288,106.88,18,41,4.34
2524881,Crotone,IT,39.0851,17.1178,85.14,54,16,2.08
2194098,Ahipara,NZ,-35.1667,173.1667,50.05,75,100,2.59
1623197,Tual,ID,-5.6667,132.75,81.52,78,60,6.82
777019,Vardﾃｸ,NO,70.3705,31.1107,46.38,87,75,6.91
2138555,Poum,NC,-20.2333,164.0167,74.01,62,36,24.36
2911298,Hamburg,DE,53.55,10,63.37,69,40,4.61
3421982,Maniitsoq,GL,65.4167,-52.9,39.97,97,92,6.91
3421765,Nanortalik,GL,60.1432,-45.2371,49.05,86,96,20.07
3374120,Vila do Maio,CV,15.1333,-23.2167,72.39,84,18,18.48
3923570,Atocha,BO,-20.9333,-66.2333,30.81,33,0,15.05
2173911,Broken Hill,AU,-31.95,141.4333,56.16,55,91,17.09
5855927,Hilo,US,19.7297,-155.09,71.04,88,90,5.75
5866583,Saint Paul Harbor,US,57.79,-152.4072,47.71,87,75,11.5
2150163,Sawtell,AU,-30.3833,153.1,62.62,77,100,12.66
1568770,Quang Ngai,VN,15.1167,108.8,91.67,55,89,5.03
2276492,Harper,LR,4.375,-7.7169,73.65,94,100,3.49
6167817,Torbay,CA,47.6666,-52.7314,56.01,97,90,19.57
556268,Ostrovnoy,RU,68.0531,39.5131,42.19,95,100,13.35
1681079,Tuburan,PH,6.6439,122.2736,86.09,72,91,4.05
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,42.71,78,86,12.44
3480908,La Asuncion,VE,11.0333,-63.8628,77.09,87,100,7.63
2640377,Penzance,GB,50.1186,-5.5371,59.86,98,90,6.91
2126682,Bilibino,RU,68.0546,166.4372,65.79,46,56,1.23
2171099,Codrington,AU,-38.2667,141.9667,48,95,99,7.52
1028918,Pemba,MZ,-12.974,40.5178,77.97,62,2,13.58
3628473,San Cristobal,VE,7.7669,-72.225,63.9,98,62,2.1
3361934,Saldanha,ZA,-33.0117,17.9442,56.03,61,47,7.72
2264557,Ponta do Sol,PT,32.6667,-17.1,67.03,61,18,5.57
1272259,Duliﾄ・gaon,IN,27.3667,95.3167,85.87,84,100,5.37
2074865,Carnarvon,AU,-24.8667,113.6333,66.27,32,20,13.8
6646306,Dongzhen,CN,22.3797,110.9389,81.1,87,99,2.82
2126123,Chokurdakh,RU,70.6333,147.9167,73.54,30,100,17.56
1106677,Bambous Virieux,MU,-20.3428,57.7575,76.21,53,63,14
6089245,Norman Wells,CA,65.282,-126.8329,63.21,60,0,6.11
1516589,Zhezkazgan,KZ,47.8043,67.7144,71.73,23,11,14.61
3418910,Upernavik,GL,72.7868,-56.1549,39.7,84,100,26.15
60019,Eyl,SO,7.9803,49.8164,90.97,42,100,26.26
1799908,Baoma,CN,31.4859,106.1128,75.34,78,100,7.38
1174872,Karachi,PK,24.9056,67.0822,91.22,52,75,20.71
3161733,Bergen,NO,60.392,5.328,59.41,58,20,4.61
4004293,Ixtapa,MX,20.7,-105.2,76.23,93,100,1.01
5563397,Eureka,US,40.8021,-124.1637,55.69,74,81,3
2121025,Srednekolymsk,RU,67.45,153.6833,73.78,28,77,11.34
2012956,Yerbogachﾃｫn,RU,61.2767,108.0108,84.99,34,85,5.64
2071860,Esperance,AU,-33.8667,121.9,56.37,69,100,7.72
3357247,Gobabis,NA,-22.45,18.9667,61.43,37,0,11.18
475206,Verkhniy Avzyan,RU,53.5289,57.5372,76.51,46,36,0.69
2138522,Poya,NC,-21.35,165.15,68.61,68,0,7.31
2265788,Montijo,PT,38.7067,-8.9739,65.91,67,0,5.75
1895695,Kushima,JP,31.4583,131.2333,77.13,76,100,7.36
315795,Elbistan,TR,38.2059,37.1983,79.72,32,0,0.34
2110227,Butaritari,KI,3.0707,172.7902,84.24,73,8,13.87
3347019,Mossamedes,AO,-15.1961,12.1522,71.73,68,3,2.82
2022572,Khatanga,RU,71.9667,102.5,71.85,39,66,6.08
1007311,Durban,ZA,-29.8579,31.0292,70.02,79,96,7
3939168,Huarmey,PE,-10.0681,-78.1522,62.82,87,13,6.29
2949511,Bad Bevensen,DE,53.0833,10.5833,61.56,75,100,4.65
235751,Chitipa,MW,-9.7024,33.2697,71.46,45,43,9.44
3893629,Coquimbo,CL,-29.9533,-71.3436,47.93,87,0,10.36
1789945,Xiaoweizhai,CN,26.1903,107.5125,82.06,75,62,4.29
2643044,Margate,GB,51.3813,1.3862,61.95,69,13,4.05
5364022,La Palma,US,33.8464,-118.0467,63.3,80,1,1.99
107304,Buraidah,SA,26.326,43.975,102.18,8,0,4
2646557,Horsham,GB,51.064,-0.3272,61.21,62,0,2.3
1644605,Galesong,ID,-5.3166,119.3661,78.82,74,93,5.93
5063646,Beatrice,US,40.2681,-96.747,80.37,78,40,9.22
2618795,Klaksvﾃｭk,FO,62.2266,-6.589,47.32,86,100,19.35
3693584,Pimentel,PE,-6.8367,-79.9342,64,86,16,3
3622537,Parrita,CR,9.5201,-84.3225,80.69,83,99,5.08
2063036,Port Lincoln,AU,-34.7333,135.8667,54.41,73,88,18.63
7117100,Vila,PT,42.0304,-8.1588,55.62,72,4,3.8
3407882,Altamira,BR,-3.2033,-52.2064,68.43,99,11,2.59
2025256,Chumikan,RU,54.7183,135.315,46.81,83,79,9.89
140463,Birjand,IR,32.8663,59.2211,87.24,5,0,17.83
2260009,Ewo,CG,-0.8725,14.8206,79.77,63,11,3.6
2208248,Kaitangata,NZ,-46.2817,169.8464,48.92,73,100,5.57
4315067,Ascension,US,30.2169,-90.9001,76.53,98,1,0
1514588,Andijan,UZ,40.7821,72.3442,88.88,9,0,11.23
1169607,Muzaffarabad,PK,34.37,73.4711,94.42,24,14,6.82
934479,Grand Gaube,MU,-20.0064,57.6608,76.37,55,40,8.99
2126785,Belaya Gora,RU,68.5333,146.4167,79.45,21,94,9.69
3372964,Lagoa,PT,39.05,-27.9833,66.94,91,100,21.25
1529651,Altay,CN,47.8667,88.1167,58.68,64,100,7.05
3393692,Itarema,BR,-2.9248,-39.9167,73,87,7,9.6
2134814,Sola,VU,-13.8833,167.55,79.32,74,99,27.51
3137469,Sﾃｸrland,NO,67.667,12.6934,51.66,84,100,18.81
2137773,Vao,NC,-22.6667,167.4833,71.02,60,26,21.39
2374583,Bubaque,GW,11.2833,-15.8333,79.32,78,93,7.4
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,66.65,81,67,7.02
5563839,Fortuna,US,40.5982,-124.1573,55.51,74,90,1.01
1819729,Hong Kong,HK,22.2855,114.1577,79.84,95,91,1.01
2191562,Dunedin,NZ,-45.8742,170.5036,50.81,73,100,1.99
293842,Kiryat Gat,IL,31.61,34.7642,83.84,35,0,7.18
934322,Mahﾃｩbourg,MU,-20.4081,57.7,76.24,55,67,14.32
2122090,Pevek,RU,69.7008,170.3133,38.68,79,73,9.73
3448903,Sﾃ｣o Joﾃ｣o da Barra,BR,-21.6403,-41.0511,66.87,79,85,4.05
1637001,Biak,ID,-0.9131,122.8766,82.17,70,100,2.82
4465088,Elizabeth City,US,36.2946,-76.2511,58.55,89,1,9.22
90150,Tikrit,IQ,34.6071,43.6782,103.64,11,0,15.97
3163146,Andenes,NO,69.3143,16.1194,51.78,82,75,12.66
6050066,La Ronge,CA,55.1001,-105.2842,51.24,63,75,2.8
759734,Rzeszﾃｳw,PL,50.0413,21.999,84.76,59,0,1.99
3936456,Lima,PE,-12.0432,-77.0282,61.61,86,90,8.05
1262669,Muddebihﾄ・l,IN,16.3333,76.1333,89.65,38,43,17.13
3430863,Mar del Plata,AR,-38.0023,-57.5575,53.85,65,90,11.99
1510689,Baykit,RU,61.67,96.37,61.39,93,100,3.36
2644210,Liverpool,GB,53.4106,-2.9779,59.29,89,90,4
2018069,Peleduy,RU,59.6289,112.7406,90.61,24,60,9.73
520552,Nizhniy Odes,RU,63.6445,54.856,65.01,96,100,3.71
1529484,Kumul,CN,42.8,93.45,88.41,16,0,3.85
1852357,Shimoda,JP,34.6667,138.95,73.11,81,26,5.82
3714336,Barranco,PA,9.5167,-82.7,74.89,89,100,2.42
3897774,Buin,CL,-33.7333,-70.75,36.41,81,11,1.41
3887127,Iquique,CL,-20.2208,-70.1431,55.44,76,3,6.78
341397,Burﾄ・,ET,10.7,37.0667,66.58,69,93,3.2
1568574,Qui Nhon,VN,13.7667,109.2333,86.41,71,91,15.93
2209055,Waddﾄ・n,LY,29.1614,16.139,97.12,15,0,9.31
5859699,College,US,64.8569,-147.8028,66.49,47,75,5.75
1283679,Banepﾄ・,NP,27.6298,85.5214,80.92,65,40,8.05
1337607,Kudahuvadhoo,MV,2.6708,72.8944,82.6,72,31,10.36
2377450,Nouakchott,MR,18.0858,-15.9785,78.73,39,19,16.35
3513563,Kralendijk,BQ,12.15,-68.2667,78.78,89,40,8.05
2120048,Ust-Nera,RU,64.5667,143.2,70.72,30,100,5.08
2980080,Saint-Franﾃｧois,FR,46.4154,3.9054,58.62,96,90,6.91
3902377,La Santisima Trinidad,BO,-14.8333,-64.9,68.36,82,56,3.94
3653967,Muisne,EC,0.6,-80.0333,75.45,90,65,8.34
5554428,Ketchikan,US,55.3422,-131.6461,55.87,94,90,4.61
3407980,Alenquer,BR,-1.9417,-54.7383,73.74,93,13,3.49
1259385,Port Blair,IN,11.6667,92.75,83.82,74,100,14.81
4336191,Orleans,US,30.0335,-89.9501,78.82,83,1,3.44
3141667,Roald,NO,62.5833,6.1333,56.35,88,75,6.91
5367788,Lompoc,US,34.6391,-120.4579,59.36,80,90,3.44
6162951,Terrace Bay,CA,48.7834,-87.1,47.53,100,100,4.83
3421319,Nuuk,GL,64.1835,-51.7216,41.61,100,90,0
1244926,Hambantota,LK,6.1241,81.1185,87.73,62,11,23.15
515879,Oktyabr'skiy,RU,54.4815,53.471,79.95,56,37,6.67
3664956,Boca do Acre,BR,-8.7522,-67.3978,69.96,78,59,2.15
3616594,San Rafael del Sur,NI,11.8485,-86.4384,75.94,77,79,8.48
1234633,Moratuwa,LK,6.773,79.8816,83.1,73,100,11.88
2332515,Lafia,NG,8.4833,8.5167,79.47,73,32,3.89
5870133,Nome,US,64.5011,-165.4064,66.27,59,1,13.8
1735634,Kuching,MY,1.55,110.3333,84.42,74,40,3.44
5847486,Kailua,US,21.4022,-157.7394,76.55,70,1,9.22
1633419,Padang,ID,-0.9492,100.3543,86.04,63,25,5.39
2290836,Boundiali,CI,9.5217,-6.4869,71.96,91,99,6.46
2122293,Ozernovskiy,RU,51.5,156.5167,44.11,96,100,9.04
2127202,Anadyr,RU,64.75,177.4833,68.5,49,0,4.47
486015,Susanino,RU,58.1461,41.5872,88.57,44,24,7.05
2142316,Yeppoon,AU,-23.1333,150.7333,69.58,84,83,6.85
1856392,Muroto-misakicho,JP,33.2833,134.15,75.42,75,98,7.05
3401148,Cururupu,BR,-1.8283,-44.8683,72.27,97,9,2.53
4726521,San Patricio,US,28.017,-97.5169,80.8,92,0,6.85
1648082,Boyolangu,ID,-8.1181,111.8935,81.23,81,99,3.24
3985710,Cabo San Lucas,MX,22.8909,-109.9124,77.94,80,37,12.21
3840092,Puerto Madryn,AR,-42.7692,-65.0385,47.23,60,96,13.62
2381972,Adrar,MR,20.5022,-10.0711,86.29,14,37,16.37
3466980,Caravelas,BR,-17.7125,-39.2481,68.63,86,52,7.16
3984997,San Quintﾃｭn,MX,30.4833,-115.95,63.64,91,49,12.33
6171633,Ucluelet,CA,48.9329,-125.5528,56.08,90,100,1.28
4231997,Avera,US,33.194,-82.5271,69.6,92,5,8.59
2018735,Nyurba,RU,63.2842,118.3319,83.8,34,69,8.52
2145554,Ulladulla,AU,-35.35,150.4667,61.09,88,85,10.58
2094342,Kavieng,PG,-2.5744,150.7967,82.27,73,100,5.17
2093967,Kimbe,PG,-5.5502,150.1429,75.81,86,100,5.88
2037252,Genhe,CN,50.7833,121.5167,77.95,44,63,7.87
2067119,Mandurah,AU,-32.55,115.7,60.15,60,10,3.36
1714733,Dingle,PH,10.9995,122.6711,84.29,73,100,5.93
2313002,Matadi,CD,-5.8167,13.45,78.51,67,24,2.39
3533462,Acapulco de Juﾃ｡rez,MX,16.8634,-99.8901,78.24,84,100,5.57
3374210,Sﾃ｣o Filipe,CV,14.8961,-24.4956,73.09,78,9,8.72
1806840,Huilong,CN,31.8111,121.655,88.99,59,53,12.84
1515029,Ulaangom,MN,49.9811,92.0667,71.42,26,83,10.65
2281120,Tabou,CI,4.423,-7.3528,73.51,95,100,2.37
6355222,Yulara,AU,-25.2406,130.9889,54.72,52,0,15.03
5909294,Brockville,CA,44.5834,-75.6826,53.22,72,84,1.99
2165087,Gold Coast,AU,-28,153.4333,65.48,81,100,6.91
3925212,Cacoal,BR,-11.4386,-61.4472,65.1,73,0,2.1
86049,Jalu,LY,29.0331,21.5482,95.92,16,0,8.55
964420,Port Elizabeth,ZA,-33.918,25.5701,58.1,74,100,7.85
3470137,Belmonte,BR,-15.8631,-38.8828,66.7,85,40,9.19
5710360,Winnemucca,US,40.973,-117.7357,68.05,45,1,10.36
965528,Phalaborwa,ZA,-23.943,31.1411,74.95,24,0,5.88
509483,Pinega,RU,64.7001,43.3936,75.31,65,94,4.9
1490256,Talnakh,RU,69.4865,88.3972,59.97,53,100,6.2
687245,Zhashkiv,UA,49.2454,30.1102,81.75,69,78,8.99
6144312,Sept-ﾃ・les,CA,50.2001,-66.3821,50.05,87,0,3.76
1637001,Luwuk,ID,-0.9516,122.7875,84.16,71,100,2.91
3430443,Necochea,AR,-38.5473,-58.7368,50.67,95,100,8.7
704403,Sorokyne,UA,48.2923,39.7373,84.65,36,100,11.52
895269,Beitbridge,ZW,-22.2167,30,73.08,29,0,9.55
1735106,George Town,MY,5.4112,100.3354,83.03,74,20,9.22
3181480,Bruneck,IT,46.7958,11.9364,69.04,51,3,2.91
2015306,Tiksi,RU,71.6872,128.8694,35.1,84,67,8.95
552951,Karabulak,RU,43.3036,44.8964,85.19,53,0,7.07
2242885,Camabatela,AO,-8.1881,15.375,72.79,39,56,3.47
2446796,Bilma,NE,18.6853,12.9164,99.82,14,7,5.35
214389,Kaniama,CD,-7.5667,24.1833,79.93,36,76,5.23
1214488,Meulaboh,ID,4.1363,96.1285,85.73,64,46,8.97
3421719,Narsaq,GL,60.9167,-46.05,52.02,98,100,5.77
3416888,Grindavik,IS,63.8424,-22.4338,48.67,87,0,6.91
2635412,Truro,GB,50.2653,-5.0544,59.94,100,90,5.75
3839982,Punta Alta,AR,-38.8759,-62.0736,47.5,91,0,10.4
4011741,Durango,MX,24.8333,-104.8333,66.33,67,88,1.97
3354077,Opuwo,NA,-18.0607,13.84,64.89,33,1,8.61
5983720,Iqaluit,CA,63.7506,-68.5145,36.7,93,75,11.01
610612,Aktau,KZ,43.65,51.2,100.98,27,1,11.83
3664078,Humaitﾃ｡,BR,-7.5061,-63.0208,68.76,72,0,1.79
4031637,Lavrentiya,RU,65.5833,-171,49.93,73,59,2.57
6690296,Saint-Joseph,RE,-21.3667,55.6167,73.53,58,13,11.23
103630,Najrﾄ・n,SA,17.4924,44.1277,96.06,6,100,17.69
5768244,Rapid Valley,US,44.0625,-103.1463,70.77,64,75,11.5
2111827,Motegi,JP,36.5167,140.1833,74.26,85,48,7.09
3868626,Valparaﾃｭso,CL,-33.0393,-71.6273,52,82,0,0
3901178,Yacuiba,BO,-22.038,-63.6797,54.73,93,10,5.32
2210247,Tripoli,LY,32.8752,13.1875,95.72,29,0,6.55
108410,Riyadh,SA,24.6877,46.7219,104.05,8,0,9.22
6127749,Rosetown,CA,51.5501,-108.0014,53.98,74,100,0.51
3395042,Mazagﾃ｣o,BR,-0.115,-51.2894,77.05,98,23,2.8
2021188,Kurumkan,RU,54.3,110.3,66.06,89,84,4.9
3453240,Pompﾃｩu,BR,-19.2244,-44.9353,55.38,74,5,4.52
1651810,Airai,TL,-8.9266,125.4092,65.12,89,99,1.41
2656847,Atherton,GB,53.5237,-2.4935,59.09,97,100,1.99
1684803,Tabuk,PH,17.4189,121.4443,82.24,78,100,3.09
6111862,Port Hardy,CA,50.6996,-127.4199,54.48,89,82,6.98
933277,Mosetse,BW,-20.75,26.65,67.64,33,0,5.1
89113,Ajdabiya,LY,30.7554,20.2263,96.6,16,0,1.34
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,66.61,77,27,5.55
2136825,Isangel,VU,-19.55,169.2667,72.05,62,23,18.32
1267853,Kﾄ・ranja,IN,20.4833,77.4833,85.64,61,100,15.61
5012495,Traverse City,US,44.7631,-85.6206,69.6,49,75,12.66
5935341,Dauphin,CA,51.1494,-100.0502,54.64,78,0,9.17
3374333,Praia,CV,14.9215,-23.5087,72.14,78,20,16.11
2092164,Lorengau,PG,-2.0226,147.2712,81.21,78,100,5.32
57000,Hobyo,SO,5.3505,48.5268,85.69,54,25,21.41
3395062,Mauﾃｩs,BR,-3.3836,-57.7186,70.11,99,12,2.3
3123688,Ejea de los Caballeros,ES,42.1263,-1.1372,64.54,64,6,16.35
6078372,Moose Factory,CA,51.2585,-80.6094,66.18,63,90,21.85
905382,Mufumbwe,ZM,-13.6833,24.8,71.04,38,1,7.65
4034551,Faanui,PF,-16.4833,-151.75,80.4,73,0,17.02
1024552,Xai-Xai,MZ,-25.0519,33.6442,74.23,50,4,10.8
535839,Leshukonskoye,RU,64.8989,45.7622,70,75,100,3.62
735418,Limenaria,GR,40.6261,24.5786,82.26,74,0,3.09
2122605,Okhotsk,RU,59.3833,143.3,52.16,78,43,9.66
3897347,Calama,CL,-22.4667,-68.9333,32.49,18,0,17.27
3133027,Vﾃ･ge,NO,60.0469,5.5178,59.54,71,75,2.51
2070998,Geraldton,AU,-28.7667,114.6,63.01,55,0,11.5
5855051,・・Ewa Beach,US,21.3156,-158.0072,76.37,65,1,5.99
1642858,Jambi City,ID,-1.6,103.6167,88.92,57,87,1.79
4676798,Brownwood,US,31.7093,-98.9912,80.51,77,4,13.24
5972762,Hay River,CA,60.8156,-115.7999,49.37,72,9,4.68
2027316,Ayan,RU,56.45,138.1667,51.19,83,100,5.19
4845585,Westport,US,41.1415,-73.3579,54.45,90,1,1.01
3939761,Hualmay,PE,-11.0964,-77.6139,61.52,87,43,6.55
53157,Qandala,SO,11.472,49.8728,93.27,46,100,4.72
593338,Veisiejai,LT,54.1,23.7,71.69,70,18,3.69
2299233,Kpandu,GH,6.9954,0.2931,76.68,83,97,3.74
2032614,Baruun-Urt,MN,46.6806,113.2792,88.02,21,40,7.11
3838859,Rﾃｭo Gallegos,AR,-51.6226,-69.2181,40.32,88,100,27.22
3386213,Touros,BR,-5.1989,-35.4608,70.7,88,88,10.49
143534,ﾄmol,IR,36.4696,52.3507,95.72,29,0,10
2101169,Aitape,PG,-3.1374,142.3475,82.09,81,99,7.25
1503037,Kodinsk,RU,58.6881,99.1844,60.06,91,100,5.41
1278985,Alappuzha,IN,9.49,76.3264,82.36,74,67,10.09
1121143,Zabul Province,AF,32.25,67.25,88.97,5,0,13.67
359783,Assiut,EG,27.181,31.1837,92.59,23,0,17.36
4021858,Guerrero Negro,MX,27.9769,-114.0611,65.5,87,44,11.77
1726449,Basco,PH,20.4487,121.9702,82.72,73,100,15.79
4031574,Provideniya,RU,64.3833,-173.3,59,62,44,2.15
1800163,Nanchang,CN,28.6833,115.8833,85.12,62,100,9.1
1513491,Yangi Marg`ilon,UZ,40.4272,71.7189,87.22,11,0,9.82
5924351,Clyde River,CA,70.4692,-68.5914,31.96,96,95,6.04
3860259,Cﾃｳrdoba,AR,-31.4135,-64.1811,48.67,84,0,6.91
1151416,Phetchaburi,TH,12.9667,99.5833,89.17,52,98,9.53
239899,Bria,CF,6.5423,21.9863,72.43,81,100,2.66
2025241,Churapcha,RU,62.0025,132.4325,76.42,43,97,10.11
2450173,Taoudenni,ML,22.6783,-3.9836,101.98,9,46,13.35
5850554,Makakilo City,US,21.3469,-158.0858,74.62,66,1,5.75
2082539,Merauke,ID,-8.4667,140.3333,79.92,84,100,16.8
901766,Namwala,ZM,-15.7504,26.4384,70.45,38,0,6.24
2129868,Iwanai,JP,42.9744,140.5089,65.61,92,48,4.25
2019199,Nizhneangarsk,RU,55.7833,109.55,57.85,71,63,7.4
780687,Berlevﾃ･g,NO,70.8578,29.0864,51.75,76,0,16.11
1957588,Tunggol,PH,5.8446,121.1544,84.76,67,79,3.22
2634739,Warrington,GB,53.3925,-2.5802,59.5,96,100,1.99
2112309,Katsuura,JP,35.1333,140.3,77.56,74,21,9.93
1276901,Bﾄ・rmer,IN,25.75,71.3833,97.81,32,1,17.49
4580575,Greenwood,US,34.1668,-82.1165,64.13,86,1,0
254865,Poros,GR,37.4994,23.4536,91.09,56,0,3.83
1640344,Kendari,ID,-3.945,122.4989,83.08,70,86,5.41
2641598,Newport,GB,51.5877,-2.9984,59.2,85,100,2.66
2264923,Peniche,PT,39.3558,-9.3811,64.94,87,10,11.83
2400547,Gamba,GA,-2.65,10,76.42,75,16,7.63
893549,Chipinge,ZW,-20.1883,32.6236,70.61,32,0,3.94
2610343,Vestmanna,FO,62.1564,-7.1664,45.52,87,75,20.71
2019488,Namtsy,RU,62.7161,129.6658,68.11,35,70,6.87
2121909,Poronaysk,RU,49.2167,143.1167,50.32,91,68,10.07
1498161,Muzhi,RU,65.3667,64.6667,70.84,38,9,4.94
1218612,Murgab,TM,37.4966,61.9714,95.9,11,0,13.4
2109528,Buala,SB,-8.145,159.5921,80.15,82,100,7.7
2181625,Te Anau,NZ,-45.4167,167.7167,46.26,93,95,8.19
1215502,Banda Aceh,ID,5.5577,95.3222,85.1,69,27,8.9
6165406,Thompson,CA,55.7435,-97.8558,42.08,61,0,6.4
